,pipeline,signal,end-to-end,stand-alone
508,dense_autoencoder,A3Benchmark-TS50,1070.3498710000001,1918.956642
509,dense_autoencoder,A3Benchmark-TS51,1364.548462,723.889023
510,dense_autoencoder,A3Benchmark-TS52,1119.766659,1280.116645
511,dense_autoencoder,A3Benchmark-TS53,1989.260316,1450.0422560000002
512,dense_autoencoder,A3Benchmark-TS54,1416.9782519999999,1360.000897
513,dense_autoencoder,A3Benchmark-TS55,1079.181716,3930.998727
514,dense_autoencoder,A3Benchmark-TS56,1316.469545,2269.1407799999997
515,dense_autoencoder,A3Benchmark-TS57,1258.94591,1158.054191
516,dense_autoencoder,A3Benchmark-TS58,871.9207269999997,2087.677366
517,dense_autoencoder,A3Benchmark-TS59,2132.828295,2745.996905
518,dense_autoencoder,A3Benchmark-TS6,853.454434,2336.0799119999997
519,dense_autoencoder,A3Benchmark-TS60,1204.713398,4894.623824999999
520,dense_autoencoder,A3Benchmark-TS61,1047.991626,1224.999533
521,dense_autoencoder,A3Benchmark-TS62,2428.686314,911.202005
522,dense_autoencoder,A3Benchmark-TS63,616.9136900000002,940.22903
523,dense_autoencoder,A3Benchmark-TS64,1630.041868,817.834071
524,dense_autoencoder,A3Benchmark-TS65,1329.868905,2296.0706760000003
525,dense_autoencoder,A3Benchmark-TS66,962.651124,1647.8204650000002
526,dense_autoencoder,A3Benchmark-TS67,1622.485275,1374.902732
527,dense_autoencoder,A3Benchmark-TS68,1029.412402,2353.1480370000004
528,dense_autoencoder,A3Benchmark-TS69,2966.5468539999997,664.4404830000001
529,dense_autoencoder,A3Benchmark-TS7,1464.454942,909.150376
530,dense_autoencoder,A3Benchmark-TS70,1125.023461,1332.080169
531,dense_autoencoder,A3Benchmark-TS71,778.1695139999997,1006.809436
532,dense_autoencoder,A3Benchmark-TS72,972.30853,1673.1093609999998
533,dense_autoencoder,A3Benchmark-TS73,1442.3983039999994,1116.524146
534,dense_autoencoder,A3Benchmark-TS74,1360.6765480000001,1450.7361609999998
535,dense_autoencoder,A3Benchmark-TS75,1376.802279,1024.8947240000002
536,dense_autoencoder,A3Benchmark-TS76,1457.011303,2357.6951550000003
537,dense_autoencoder,A3Benchmark-TS77,1326.859496,1068.472039
538,dense_autoencoder,A3Benchmark-TS78,1413.7266539999994,2135.080506
539,dense_autoencoder,A3Benchmark-TS79,1172.901815,8611.994901000002
540,dense_autoencoder,A3Benchmark-TS8,1354.997133,3909.8473160000003
541,dense_autoencoder,A3Benchmark-TS80,710.601938,3126.874739
542,dense_autoencoder,A3Benchmark-TS81,1307.4869720000004,4422.369156000001
543,dense_autoencoder,A3Benchmark-TS82,2961.527262,1343.901009
544,dense_autoencoder,A3Benchmark-TS83,1724.342223,2777.318174
545,dense_autoencoder,A3Benchmark-TS84,925.912467,3301.253713
546,dense_autoencoder,A3Benchmark-TS85,1074.397244,1735.804712
547,dense_autoencoder,A3Benchmark-TS86,2302.615185,2518.80725
548,dense_autoencoder,A3Benchmark-TS87,2347.274343,1728.7986379999998
549,dense_autoencoder,A3Benchmark-TS88,874.477617,1109.351671
550,dense_autoencoder,A3Benchmark-TS89,1351.960367,924.613236
551,dense_autoencoder,A3Benchmark-TS9,1317.211974,1072.68671
552,dense_autoencoder,A3Benchmark-TS90,1066.684766,1628.655906
553,dense_autoencoder,A3Benchmark-TS91,1065.950325,2739.234657
554,dense_autoencoder,A3Benchmark-TS92,1175.777985,1318.975918
555,dense_autoencoder,A3Benchmark-TS93,921.7116199999999,1742.618152
556,dense_autoencoder,A3Benchmark-TS94,1339.675769,1154.271999
557,dense_autoencoder,A3Benchmark-TS95,1349.7765470000004,1142.961217
558,dense_autoencoder,A3Benchmark-TS96,1331.9944070000001,2985.113748
559,dense_autoencoder,A3Benchmark-TS97,634.875246,613.662282
560,dense_autoencoder,A3Benchmark-TS98,2960.631753,1063.041767
561,dense_autoencoder,A3Benchmark-TS99,2965.613662,976.7779280000001
562,dense_autoencoder,A4Benchmark-TS1,1908.3561719999998,1063.393691
563,dense_autoencoder,A4Benchmark-TS10,1078.2192810000001,5075.605046000001
564,dense_autoencoder,A4Benchmark-TS100,1469.771048,629.526035
565,dense_autoencoder,A4Benchmark-TS11,2423.488725,612.5921199999999
566,dense_autoencoder,A4Benchmark-TS12,940.075126,1142.937976
567,dense_autoencoder,A4Benchmark-TS13,2289.733363,579.663882
568,dense_autoencoder,A4Benchmark-TS14,1215.655539,1567.597886
569,dense_autoencoder,A4Benchmark-TS15,784.170824,1188.715166
570,dense_autoencoder,A4Benchmark-TS16,1106.334668,614.212556
571,dense_autoencoder,A4Benchmark-TS17,1070.1944230000001,674.491168
572,dense_autoencoder,A4Benchmark-TS18,869.319268,1012.393188
573,dense_autoencoder,A4Benchmark-TS19,1184.775987,1487.89955
574,dense_autoencoder,A4Benchmark-TS2,1245.8943390000004,1354.2622430000001
575,dense_autoencoder,A4Benchmark-TS20,633.682765,4533.460974
576,dense_autoencoder,A4Benchmark-TS21,1950.817391,2264.144078
577,dense_autoencoder,A4Benchmark-TS22,1112.7591539999999,5679.377012000001
578,dense_autoencoder,A4Benchmark-TS23,920.8562810000001,916.024297
579,dense_autoencoder,A4Benchmark-TS24,800.9364889999997,1092.91665
580,dense_autoencoder,A4Benchmark-TS25,1936.885288,894.1486160000001
581,dense_autoencoder,A4Benchmark-TS26,1079.409315,2834.268566
582,dense_autoencoder,A4Benchmark-TS27,1152.371206,2192.505794
583,dense_autoencoder,A4Benchmark-TS28,1393.7571039999998,3432.21756
584,dense_autoencoder,A4Benchmark-TS29,1147.673131,1349.6222520000001
585,dense_autoencoder,A4Benchmark-TS3,862.581622,891.2857070000001
586,dense_autoencoder,A4Benchmark-TS30,1034.692221,578.310345
587,dense_autoencoder,A4Benchmark-TS31,655.885087,1096.362582
588,dense_autoencoder,A4Benchmark-TS32,1143.755864,1948.228596
589,dense_autoencoder,A4Benchmark-TS33,1513.792512,2269.599237
590,dense_autoencoder,A4Benchmark-TS34,1746.119013,1253.4077379999999
591,dense_autoencoder,A4Benchmark-TS35,1025.897653,2741.923245
592,dense_autoencoder,A4Benchmark-TS36,1649.565903,1235.3040770000002
593,dense_autoencoder,A4Benchmark-TS37,1451.648138,2535.40421
594,dense_autoencoder,A4Benchmark-TS38,1546.876383,1164.8225610000002
595,dense_autoencoder,A4Benchmark-TS39,1359.496138,1060.6317499999998
596,dense_autoencoder,A4Benchmark-TS4,1385.8230039999999,2259.411744
597,dense_autoencoder,A4Benchmark-TS40,1368.485273,2151.125513
598,dense_autoencoder,A4Benchmark-TS41,1407.5209550000006,2521.0328719999998
599,dense_autoencoder,A4Benchmark-TS42,1435.8509390000006,6516.033406
600,dense_autoencoder,A4Benchmark-TS43,1101.527104,869.3585410000001
601,dense_autoencoder,A4Benchmark-TS44,1107.091684,1545.220482
602,dense_autoencoder,A4Benchmark-TS45,1201.734883,924.7978799999999
603,dense_autoencoder,A4Benchmark-TS46,657.928443,998.110034
604,dense_autoencoder,A4Benchmark-TS47,1174.860669,612.533729
605,dense_autoencoder,A4Benchmark-TS48,866.9656960000003,954.5534520000001
606,dense_autoencoder,A4Benchmark-TS49,876.060771,975.798538
607,dense_autoencoder,A4Benchmark-TS5,1640.029944,4067.409455
608,dense_autoencoder,A4Benchmark-TS50,1031.782972,1410.848527
609,dense_autoencoder,A4Benchmark-TS51,1093.2057949999999,750.805034
610,dense_autoencoder,A4Benchmark-TS52,1189.751102,800.2796989999999
611,dense_autoencoder,A4Benchmark-TS53,1620.791262,1903.5447820000002
612,dense_autoencoder,A4Benchmark-TS54,811.975258,1351.71659
613,dense_autoencoder,A4Benchmark-TS55,818.568233,1466.8452889999999
614,dense_autoencoder,A4Benchmark-TS56,1368.293809,983.339966
615,dense_autoencoder,A4Benchmark-TS57,1653.603926,3581.769551
616,dense_autoencoder,A4Benchmark-TS58,1266.354361,1016.930652
617,dense_autoencoder,A4Benchmark-TS59,1877.826101,944.665311
618,dense_autoencoder,A4Benchmark-TS6,1242.258554,1019.536607
619,dense_autoencoder,A4Benchmark-TS60,2425.753566,1174.671035
620,dense_autoencoder,A4Benchmark-TS61,1323.885146,820.045969
621,dense_autoencoder,A4Benchmark-TS62,625.548458,943.0640040000001
622,dense_autoencoder,A4Benchmark-TS63,2115.646835,1454.813986
623,dense_autoencoder,A4Benchmark-TS64,1008.0672720000001,1274.4162
624,dense_autoencoder,A4Benchmark-TS65,1630.4773699999994,1045.654156
625,dense_autoencoder,A4Benchmark-TS66,2091.942358,1111.2969950000002
626,dense_autoencoder,A4Benchmark-TS67,668.1307559999998,1074.502775
627,dense_autoencoder,A4Benchmark-TS68,917.4920199999999,689.7096359999999
628,dense_autoencoder,A4Benchmark-TS69,926.086466,796.3698089999998
629,dense_autoencoder,A4Benchmark-TS7,1280.687255,1022.552484
630,dense_autoencoder,A4Benchmark-TS70,2967.173475,663.8046200000001
631,dense_autoencoder,A4Benchmark-TS71,1568.571649,994.718841
632,dense_autoencoder,A4Benchmark-TS72,1152.1070140000004,1169.709813
633,dense_autoencoder,A4Benchmark-TS73,1456.242744,1146.099178
634,dense_autoencoder,A4Benchmark-TS74,1265.257476,1964.3422119999998
635,dense_autoencoder,A4Benchmark-TS75,2272.950766,1203.935888
636,dense_autoencoder,A4Benchmark-TS76,1213.445899,919.190169
637,dense_autoencoder,A4Benchmark-TS77,1982.302923,920.1290590000001
638,dense_autoencoder,A4Benchmark-TS78,1033.4386439999996,866.015701
639,dense_autoencoder,A4Benchmark-TS79,1299.540823,1126.2185789999999
640,dense_autoencoder,A4Benchmark-TS8,1860.34358,522.428139
641,dense_autoencoder,A4Benchmark-TS80,943.787184,6625.438361999999
642,dense_autoencoder,A4Benchmark-TS81,869.983923,1772.093304
643,dense_autoencoder,A4Benchmark-TS82,978.584683,1313.1150749999997
644,dense_autoencoder,A4Benchmark-TS83,1237.2752189999999,1101.588851
645,dense_autoencoder,A4Benchmark-TS84,2958.945354,613.0504169999999
646,dense_autoencoder,A4Benchmark-TS85,1163.569174,717.991141
647,dense_autoencoder,A4Benchmark-TS86,1076.444742,852.9019069999999
648,dense_autoencoder,A4Benchmark-TS87,1054.671367,3699.102063
649,dense_autoencoder,A4Benchmark-TS88,1363.6652210000002,920.168277
650,dense_autoencoder,A4Benchmark-TS89,2321.886344,639.431088
651,dense_autoencoder,A4Benchmark-TS9,1346.7124529999999,806.782876
652,dense_autoencoder,A4Benchmark-TS90,653.696143,1469.266338
653,dense_autoencoder,A4Benchmark-TS91,1258.274017,1439.456929
654,dense_autoencoder,A4Benchmark-TS92,893.3470990000003,1348.532384
655,dense_autoencoder,A4Benchmark-TS93,2967.98626,1050.502421
656,dense_autoencoder,A4Benchmark-TS94,819.321745,960.8768110000001
657,dense_autoencoder,A4Benchmark-TS95,2971.196726,1264.4754870000002
658,dense_autoencoder,A4Benchmark-TS96,1074.218241,1931.0591800000002
659,dense_autoencoder,A4Benchmark-TS97,2142.12323,962.2035500000001
660,dense_autoencoder,A4Benchmark-TS98,1023.079783,852.040394
661,dense_autoencoder,A4Benchmark-TS99,1352.738833,2734.5034469999996
662,dense_autoencoder,B-1,2371.446943,2543.6864969999997
663,dense_autoencoder,C-1,1685.2573969999999,4834.730506999999
664,dense_autoencoder,C-2,1328.705371,1056.343175
665,dense_autoencoder,D-1,3784.4225049999995,632.7621409999999
666,dense_autoencoder,D-11,2439.77542,911.8133650000001
667,dense_autoencoder,D-12,6519.706258,4553.251878
668,dense_autoencoder,D-13,2451.194691,1062.428911
669,dense_autoencoder,D-14,1145.429245,1701.616438
670,dense_autoencoder,D-15,1920.9487,1078.026775
671,dense_autoencoder,D-16,1634.0129279999999,1103.775827
672,dense_autoencoder,D-2,4311.856097999998,2155.121126
673,dense_autoencoder,D-3,8835.350714,1976.826812
674,dense_autoencoder,D-4,4200.850502,1106.525792
675,dense_autoencoder,D-5,2476.1690519999997,779.8377049999999
676,dense_autoencoder,D-6,2837.567475,1315.002128
677,dense_autoencoder,D-7,3665.6974979999995,1097.9454540000002
678,dense_autoencoder,D-8,3933.016946,2438.939039
679,dense_autoencoder,D-9,2736.4037550000007,2155.012981
680,dense_autoencoder,E-1,4539.1356479999995,1755.566812
681,dense_autoencoder,E-10,3321.217919,870.7958719999999
682,dense_autoencoder,E-11,8721.952334,905.578756
683,dense_autoencoder,E-12,3433.3113479999997,1472.143583
684,dense_autoencoder,E-13,4271.5965909999995,1228.406926
685,dense_autoencoder,E-2,3412.89096,1842.343235
686,dense_autoencoder,E-3,3521.5358840000013,812.022993
687,dense_autoencoder,E-4,4424.687191,2065.817261
688,dense_autoencoder,E-5,2756.859309,1429.9126410000001
689,dense_autoencoder,E-6,3991.72301,1064.9295610000001
690,dense_autoencoder,E-7,4332.9453539999995,2282.840304
691,dense_autoencoder,E-8,3911.365657,1133.072722
692,dense_autoencoder,E-9,4986.411725,825.877923
693,dense_autoencoder,F-1,2862.906974,638.842271
694,dense_autoencoder,F-2,3271.013435000001,4043.2401590000004
695,dense_autoencoder,F-3,2826.08712,3694.9077620000003
696,dense_autoencoder,F-4,1179.752422,1018.670934
697,dense_autoencoder,F-5,1980.749237,1174.188734
698,dense_autoencoder,F-7,3740.6448060000002,1342.2386780000002
699,dense_autoencoder,F-8,1132.2540060000001,641.921136
700,dense_autoencoder,G-1,2545.37759,2741.217681
701,dense_autoencoder,G-2,2274.035173,1347.442091
702,dense_autoencoder,G-3,3949.183704,876.2522120000001
703,dense_autoencoder,G-4,4063.985761,928.297716
704,dense_autoencoder,G-6,4896.319974,922.3211739999999
705,dense_autoencoder,G-7,3127.2993539999998,1023.479063
706,dense_autoencoder,M-1,2665.3865739999997,1174.468158
707,dense_autoencoder,M-2,1402.5024349999999,793.288538
708,dense_autoencoder,M-3,1133.0820509999999,549.6330429999999
709,dense_autoencoder,M-4,1166.42862,1415.2600360000001
710,dense_autoencoder,M-5,1332.796592,1067.1618990000002
711,dense_autoencoder,M-6,1702.7413600000002,1632.585268
712,dense_autoencoder,M-7,804.524633,656.122516
713,dense_autoencoder,P-1,3510.8412359999998,914.569092
714,dense_autoencoder,P-10,7105.024495999999,1858.12631
715,dense_autoencoder,P-11,3991.5373200000004,2764.5194100000003
716,dense_autoencoder,P-14,3196.965702,3988.024499
717,dense_autoencoder,P-15,1429.20909,888.46056
718,dense_autoencoder,P-3,3746.4630829999996,3062.116369
719,dense_autoencoder,P-4,4244.652696,1099.527512
720,dense_autoencoder,P-7,3303.4153899999997,1362.03939
721,dense_autoencoder,R-1,5079.2359700000015,938.2747959999999
722,dense_autoencoder,S-1,4044.2566950000014,3991.201034
723,dense_autoencoder,S-2,843.30253,1193.964873
724,dense_autoencoder,T-1,2780.199127,3268.192372
725,dense_autoencoder,T-12,1058.8028140000001,1639.632887
726,dense_autoencoder,T-13,1179.519936,660.0276369999999
727,dense_autoencoder,T-2,3649.2689649999998,3589.801015
728,dense_autoencoder,T-3,3695.7622119999996,3783.668616
729,dense_autoencoder,T-4,3595.861046,1107.521769
730,dense_autoencoder,T-5,1354.1545310000001,1391.903197
731,dense_autoencoder,T-8,1849.9194989999999,797.034741
732,dense_autoencoder,T-9,1044.001777,3510.218036
733,dense_autoencoder,TravelTime_387,3065.5776739999997,1075.101765
734,dense_autoencoder,TravelTime_451,2232.948078,1979.843583
735,dense_autoencoder,Twitter_volume_AAPL,4069.945762,2858.777971
736,dense_autoencoder,Twitter_volume_AMZN,4554.9106,4310.992541
737,dense_autoencoder,Twitter_volume_CRM,2987.4916949999997,2027.9748819999998
738,dense_autoencoder,Twitter_volume_CVS,3593.1155409999997,3195.3920129999997
739,dense_autoencoder,Twitter_volume_FB,2361.194814,555.713068
740,dense_autoencoder,Twitter_volume_GOOG,2766.985632,4889.101527999999
741,dense_autoencoder,Twitter_volume_IBM,6628.587576,2750.70496
742,dense_autoencoder,Twitter_volume_KO,4030.8938340000004,3945.079602
743,dense_autoencoder,Twitter_volume_PFE,3703.0567189999997,2508.0577219999996
744,dense_autoencoder,Twitter_volume_UPS,6879.716840000001,1681.5489680000003
745,dense_autoencoder,art_daily_flatmiddle,1042.652036,3461.118154
746,dense_autoencoder,art_daily_jumpsdown,941.633607,860.4933480000001
747,dense_autoencoder,art_daily_jumpsup,1020.9775460000001,773.943152
748,dense_autoencoder,art_daily_nojump,1467.866826,1462.93586
749,dense_autoencoder,art_increase_spike_density,1097.023815,1144.582853
750,dense_autoencoder,art_load_balancer_spikes,560.487938,1552.0932859999998
751,dense_autoencoder,ec2_cpu_utilization_24ae8d,1315.6414619999996,1625.926756
752,dense_autoencoder,ec2_cpu_utilization_53ea38,2202.349742000001,2267.555051
753,dense_autoencoder,ec2_cpu_utilization_5f5533,845.932676,797.8923709999999
754,dense_autoencoder,ec2_cpu_utilization_77c1ca,1223.963006,1621.562653
755,dense_autoencoder,ec2_cpu_utilization_825cc2,1553.067771,1338.126949
756,dense_autoencoder,ec2_cpu_utilization_ac20cd,955.541289,1073.833032
757,dense_autoencoder,ec2_cpu_utilization_c6585a,1056.264821,1162.370231
758,dense_autoencoder,ec2_cpu_utilization_fe7f93,1555.985967,632.562741
759,dense_autoencoder,ec2_disk_write_bytes_1ef3de,1160.651692,1628.533035
760,dense_autoencoder,ec2_disk_write_bytes_c0d644,1033.349566,1151.127508
761,dense_autoencoder,ec2_network_in_257a54,1064.247928,1353.025776
762,dense_autoencoder,ec2_network_in_5abac7,1103.86287,1209.7864880000002
763,dense_autoencoder,elb_request_count_8c0756,1192.602635,1037.4790010000002
764,dense_autoencoder,exchange-2_cpc_results,2117.134707,841.883124
765,dense_autoencoder,exchange-2_cpm_results,1281.2970269999996,2265.6096660000003
766,dense_autoencoder,exchange-3_cpc_results,1052.190792,777.038464
767,dense_autoencoder,exchange-3_cpm_results,902.6414980000001,936.950903
768,dense_autoencoder,exchange-4_cpm_results,1085.896958,1328.741857
769,dense_autoencoder,grok_asg_anomaly,1442.610308,1207.880145
770,dense_autoencoder,iio_us-east-1_i-a2eb1cd9_NetworkIn,676.304303,1184.070882
771,dense_autoencoder,occupancy_6005,2690.414875,1353.996135
772,dense_autoencoder,occupancy_t4013,1522.696362,2734.1526600000007
773,dense_autoencoder,rds_cpu_utilization_cc0c53,1209.017994,1128.859024
774,dense_autoencoder,rds_cpu_utilization_e47b3b,642.2243490000002,1109.852177
775,dense_autoencoder,real_1,666.091634,2147.959934
776,dense_autoencoder,real_10,1089.524926,709.6312350000001
777,dense_autoencoder,real_11,1993.6723370000002,1227.15706
778,dense_autoencoder,real_12,958.632748,2263.1865900000003
779,dense_autoencoder,real_13,1137.822425,1116.262956
780,dense_autoencoder,real_14,740.871107,1365.859968
781,dense_autoencoder,real_15,1154.020258,1871.3890370000001
782,dense_autoencoder,real_16,2326.809911,1770.557833
783,dense_autoencoder,real_17,903.7856109999999,2150.532635
784,dense_autoencoder,real_18,713.998741,1317.464489
785,dense_autoencoder,real_19,2077.8380429999997,1327.986637
786,dense_autoencoder,real_2,810.1521799999997,1028.319289
787,dense_autoencoder,real_20,1333.81944,1076.8958
788,dense_autoencoder,real_21,1001.2408230000001,1985.2469729999998
789,dense_autoencoder,real_22,973.0465220000001,1405.610764
790,dense_autoencoder,real_23,1093.304008,809.501933
791,dense_autoencoder,real_24,1231.637643,6875.350399999999
792,dense_autoencoder,real_25,945.855794,1039.6888799999997
793,dense_autoencoder,real_26,1731.2046879999998,2513.9422660000005
794,dense_autoencoder,real_27,1158.765556,920.4418599999999
795,dense_autoencoder,real_28,821.617882,1889.053957
796,dense_autoencoder,real_29,1128.20487,827.4021869999999
797,dense_autoencoder,real_3,749.8428769999997,1265.301356
798,dense_autoencoder,real_30,665.823839,2197.939314
799,dense_autoencoder,real_31,804.838624,814.436113
800,dense_autoencoder,real_32,2311.982099,986.5880320000001
801,dense_autoencoder,real_33,897.0796210000003,1051.047095
802,dense_autoencoder,real_34,844.797531,1071.565568
803,dense_autoencoder,real_35,1349.25191,899.02763
804,dense_autoencoder,real_36,718.716319,1241.978003
805,dense_autoencoder,real_37,1145.29463,1033.4515529999999
806,dense_autoencoder,real_38,1087.212049,1026.285107
807,dense_autoencoder,real_39,793.264804,898.8026629999999
808,dense_autoencoder,real_4,1346.1626210000004,1042.204447
809,dense_autoencoder,real_40,759.082345,909.460534
810,dense_autoencoder,real_41,891.65415,807.5841289999998
811,dense_autoencoder,real_42,1567.089575,1657.468205
812,dense_autoencoder,real_43,1173.312483,1329.8453
813,dense_autoencoder,real_44,877.34056,1458.857551
814,dense_autoencoder,real_45,763.603153,1863.93915
815,dense_autoencoder,real_46,1072.519616,1085.1697
816,dense_autoencoder,real_47,575.698714,1614.934021
817,dense_autoencoder,real_48,813.343419,857.7225860000001
818,dense_autoencoder,real_49,2157.704878,572.202729
819,dense_autoencoder,real_5,1110.9167400000001,3909.635287
820,dense_autoencoder,real_50,642.737446,2167.5665700000004
821,dense_autoencoder,real_51,1230.7295490000001,1174.6732379999999
822,dense_autoencoder,real_52,830.515277,1297.8790829999998
823,dense_autoencoder,real_53,1774.9051769999999,1019.2991939999999
824,dense_autoencoder,real_54,644.671373,1152.777086
825,dense_autoencoder,real_55,664.210071,874.319099
826,dense_autoencoder,real_56,871.609283,890.207408
827,dense_autoencoder,real_57,635.820442,1328.210897
828,dense_autoencoder,real_58,1112.727771,1650.424226
829,dense_autoencoder,real_59,1362.353453,1902.497653
830,dense_autoencoder,real_6,724.8466639999997,737.6467379999999
831,dense_autoencoder,real_60,752.878601,762.6791099999999
832,dense_autoencoder,real_61,797.7488860000003,3319.8125840000002
833,dense_autoencoder,real_62,580.077566,2512.185501
834,dense_autoencoder,real_63,2747.953966,2366.566966
835,dense_autoencoder,real_64,2036.8338780000001,1232.0284849999998
836,dense_autoencoder,real_65,781.028695,4196.902745
837,dense_autoencoder,real_66,774.8971849999997,3519.2377340000003
838,dense_autoencoder,real_67,617.9707440000002,2834.422234
839,dense_autoencoder,real_7,912.6499640000001,948.186743
840,dense_autoencoder,real_8,1012.9536929999999,1565.426916
841,dense_autoencoder,real_9,1013.2118960000001,1241.2184899999997
842,dense_autoencoder,speed_6005,1281.561459,1329.233778
843,dense_autoencoder,speed_7578,893.327034,989.556859
844,dense_autoencoder,speed_t4013,1673.941319,1347.894372
845,dense_autoencoder,synthetic_1,1491.806096,1367.809643
846,dense_autoencoder,synthetic_10,1210.150958,4059.8711930000004
847,dense_autoencoder,synthetic_100,1099.634854,4332.130434000001
848,dense_autoencoder,synthetic_11,806.0483519999997,4544.119656999999
849,dense_autoencoder,synthetic_12,962.675225,1298.009951
850,dense_autoencoder,synthetic_13,964.454915,828.878246
851,dense_autoencoder,synthetic_14,1069.020178,2515.881902
852,dense_autoencoder,synthetic_15,912.802865,2821.6884250000003
853,dense_autoencoder,synthetic_16,1737.9372879999999,947.995276
854,dense_autoencoder,synthetic_17,1144.432508,1170.8016499999999
855,dense_autoencoder,synthetic_18,948.9099980000001,866.1650569999999
856,dense_autoencoder,synthetic_19,525.9240480000002,1279.8587909999999
857,dense_autoencoder,synthetic_2,1076.586429,872.367679
858,dense_autoencoder,synthetic_20,749.614947,810.5438770000001
859,dense_autoencoder,synthetic_21,2304.880483,1028.286182
860,dense_autoencoder,synthetic_22,2740.329425,1363.303781
861,dense_autoencoder,synthetic_23,1147.687347,4026.3735960000004
862,dense_autoencoder,synthetic_24,1232.610635,1177.3758830000002
863,dense_autoencoder,synthetic_25,1024.953424,801.698446
864,dense_autoencoder,synthetic_26,1462.496526,4243.588093
865,dense_autoencoder,synthetic_27,900.499233,3645.635831
866,dense_autoencoder,synthetic_28,1026.4171509999999,756.2771949999999
867,dense_autoencoder,synthetic_29,1134.285159,1169.681215
868,dense_autoencoder,synthetic_3,1021.7397599999999,1241.226144
869,dense_autoencoder,synthetic_30,2304.233041,864.5581099999999
870,dense_autoencoder,synthetic_31,929.5103369999999,1135.054081
871,dense_autoencoder,synthetic_32,1319.3317880000004,1565.58346
872,dense_autoencoder,synthetic_33,1897.0486649999998,1055.576337
873,dense_autoencoder,synthetic_34,1643.0224449999994,716.156717
874,dense_autoencoder,synthetic_35,796.714236,1146.9871630000002
875,dense_autoencoder,synthetic_36,1065.836185,709.691069
876,dense_autoencoder,synthetic_37,1109.119559,1110.317061
877,dense_autoencoder,synthetic_38,1056.929376,751.9885899999999
878,dense_autoencoder,synthetic_39,739.5037679999997,6883.323138
879,dense_autoencoder,synthetic_4,808.104536,1083.89242
880,dense_autoencoder,synthetic_40,1049.220719,1092.100532
881,dense_autoencoder,synthetic_41,1012.66174,936.1959870000001
882,dense_autoencoder,synthetic_42,1160.84724,735.20963
883,dense_autoencoder,synthetic_43,960.6256109999999,1735.639753
884,dense_autoencoder,synthetic_44,1225.834574,1050.859454
885,dense_autoencoder,synthetic_45,1858.3860329999998,1402.85461
886,dense_autoencoder,synthetic_46,614.900628,1185.5084849999998
887,dense_autoencoder,synthetic_47,2741.702836,1271.576458
888,dense_autoencoder,synthetic_48,1776.191712,1110.477507
889,dense_autoencoder,synthetic_49,1020.663256,890.0158510000001
890,dense_autoencoder,synthetic_5,854.81261,1085.290611
891,dense_autoencoder,synthetic_50,987.552132,1636.387202
892,dense_autoencoder,synthetic_51,695.435548,2125.182804
893,dense_autoencoder,synthetic_52,614.5635679999998,706.8906
894,dense_autoencoder,synthetic_53,615.017372,1554.019596
895,dense_autoencoder,synthetic_54,1683.71797,748.245213
896,dense_autoencoder,synthetic_55,1188.136263,1271.058675
897,dense_autoencoder,synthetic_56,865.8939939999997,1360.616379
898,dense_autoencoder,synthetic_57,921.3458609999999,1280.52315
899,dense_autoencoder,synthetic_58,1059.6032050000001,1221.649875
900,dense_autoencoder,synthetic_59,1099.433585,736.8684890000001
901,dense_autoencoder,synthetic_6,1110.788489,1617.9481839999999
902,dense_autoencoder,synthetic_60,924.5356810000001,2139.822768
903,dense_autoencoder,synthetic_61,1758.219221,1054.324243
904,dense_autoencoder,synthetic_62,924.566169,2512.7785820000004
905,dense_autoencoder,synthetic_63,2300.937328,2153.734911
906,dense_autoencoder,synthetic_64,1175.417474,874.5109030000001
907,dense_autoencoder,synthetic_65,1195.514335,729.8677109999999
908,dense_autoencoder,synthetic_66,1398.919538,1384.364023
909,dense_autoencoder,synthetic_67,2310.777273,871.46939
910,dense_autoencoder,synthetic_68,1742.566751,758.038741
911,dense_autoencoder,synthetic_69,2734.537414,1175.55566
912,dense_autoencoder,synthetic_7,2733.5400170000007,1987.322136
913,dense_autoencoder,synthetic_70,876.5350189999997,2767.4183599999997
914,dense_autoencoder,synthetic_71,1272.629776,2110.7297310000004
915,dense_autoencoder,synthetic_72,719.954985,1142.7534070000002
916,dense_autoencoder,synthetic_73,831.317601,774.4094289999998
917,dense_autoencoder,synthetic_74,1302.7415310000001,2231.517622
918,dense_autoencoder,synthetic_75,2730.474377,2737.715997
919,dense_autoencoder,synthetic_76,911.8010310000001,1353.7087929999998
920,dense_autoencoder,synthetic_77,1873.1880390000001,1084.458783
921,dense_autoencoder,synthetic_78,829.994824,649.3766249999999
922,dense_autoencoder,synthetic_79,916.62091,2447.3539060000003
923,dense_autoencoder,synthetic_8,1484.946818,1098.4301
924,dense_autoencoder,synthetic_80,1299.813974,745.232874
925,dense_autoencoder,synthetic_81,1114.0120279999999,801.832512
926,dense_autoencoder,synthetic_82,711.116856,1048.0169689999998
927,dense_autoencoder,synthetic_83,738.862766,999.163316
928,dense_autoencoder,synthetic_84,1621.463139,2315.12572
929,dense_autoencoder,synthetic_85,1037.8161710000004,1265.6434399999998
930,dense_autoencoder,synthetic_86,952.696001,1026.873125
931,dense_autoencoder,synthetic_87,1175.599569,2109.365511
932,dense_autoencoder,synthetic_88,811.411369,3084.524956
933,dense_autoencoder,synthetic_89,1228.127661,3945.9002549999996
